agenda,kategori_harian_id,user_id,status,detail_kerja,poin,date
Kordinasi dengan TIM OB dan Div lain pengantaran barang dan berkas,3.0,17.0,Selesai,Pengantaran barang dan berkas RND dan Logistik,2.0,2025-02-15
Monitoring grup CS dan Ob,3.0,17.0,Selesai,Monitoring Pengerjaan TIM OB dan CS,2.0,2025-02-15
Kordinasi dengan tim Aset,3.0,17.0,Selesai,kordinasi terkait Update barang pengajuan yang tidak sesuai,2.0,2025-02-15
Monitoring General |Cleaning,1.0,17.0,Selesai,mengarahkan dan membantu Tim General Cleaning di Office kantor cibeureum,2.0,2025-02-15
Kordinasi dengan Tim CS,3.0,17.0,Selesai,mendampingi teknisi AC di kantor TSP,2.0,2025-02-15
pengawasan ,3.0,1.0,Selesai,pengawsan pemberihan ac di ruang iterview,2.0,2025-02-15
pengawasan ,3.0,1.0,Selesai,pengawsan pemberihan ac di ruang Direksi ,2.0,2025-02-15
pengawasan ,3.0,1.0,Selesai,Pengawasan serpis AC ruang SM,2.0,2025-02-15
pengawasan ,3.0,1.0,Selesai,Satu tim LG serpis AC ruang rnd,2.0,2025-02-15
pengawasan ,3.0,1.0,Selesai,Pengawasan serpis AC ruang IT,2.0,2025-02-15
LIBUR,3.0,2.0,Belum Selesai,LIBUR,0.0,2025-02-15
LIBUR,3.0,2.0,Belum Selesai,LIBUR,0.0,2025-02-15
LIBUR,3.0,2.0,Belum Selesai,LIBUR,0.0,2025-02-15
LIBUR,3.0,2.0,Belum Selesai,LIBUR,0.0,2025-02-15
LIBUR,3.0,2.0,Belum Selesai,LIBUR,0.0,2025-02-15
LIBUR,3.0,,Belum Selesai,LIBUR,0.0,2025-02-15
LIBUR,3.0,,Belum Selesai,LIBUR,0.0,2025-02-15
LIBUR,3.0,,Belum Selesai,LIBUR,0.0,2025-02-15
LIBUR,3.0,,Belum Selesai,LIBUR,0.0,2025-02-15
LIBUR,3.0,,Belum Selesai,LIBUR,0.0,2025-02-15
update spreadsheet,1.0,15.0,Selesai,"jobdesk Harian,data maintenance,Timeline ",2.0,2025-02-17
koordinasi dengan finance,1.0,15.0,Selesai,"LPJ,PENCAIRAN DANA,REIMBURSE DP AC",2.0,2025-02-17
koordinasi SPV RND,1.0,15.0,Selesai,perbaikan gerobak,2.0,2025-02-17
koordinasi SPV POULTRY,,15.0,Selesai,"jadwal,skema operasional selama pembangunan sekat gudang Bumbu",2.0,2025-02-17
Monitor team proyek bandung,,15.0,Progres,skema pegerjaan team proyek bandung,2.0,2025-02-17
Susun RAB ,1.0,15.0,Progres,Perluasan gudang bumbu poultry,2.0,2025-02-17
inspeksi kantor dirops,2.0,15.0,Selesai,"pengecekan area kerja,dapur,ruang tamu",2.0,2025-02-17
Plumbling air kotor Kantor TSP,2.0,15.0,Selesai,maping jalur pembuangan air,2.0,2025-02-17
Koordinasi dengan vendor renovasi,3.0,9.0,Selesai,koordinasi terkait pekerjaan ,2.0,2025-02-17
Koordinasi dengan vendor matrial  terkait pengiriman tahap 2,3.0,9.0,Selesai,koodinasi pengiriman tahap 2,2.0,2025-02-17
Koordinasi dengan pihak tritan point terkait renovasi,3.0,9.0,Selesai,koordinasi terkait deposit dan parkir,2.0,2025-02-17
Koordinasi dengan tim teknisi bogor,3.0,9.0,Selesai,kordinasi pekerjaan ,2.0,2025-02-17
Koordinasi dengan tim teknisi Bandung,,9.0,Progres,pembagian pekerjaan ,2.0,2025-02-17
Pengawasan proyek gudang Bandung,,9.0,Progres,pengawasan pembuatan skat ,2.0,2025-02-17
pembuatan gambar 3d ruang bumbu,,9.0,Progres,pembuatan gambar 3d renovasi ruang bumbu ho,2.0,2025-02-17
koordinasi divisi asset,3.0,9.0,Progres,koordinasi pengajuan ,2.0,2025-02-17
koordinasi dengan pimpinan ,3.0,9.0,Selesai,koordinasi terkait pengajuan kenikan daya listrik gudang ,2.0,2025-02-17
update data di spredsheet,3.0,9.0,Selesai,update pekerjaan dan waiting list ,2.0,2025-02-17
Kordinasi dengan Admin,3.0,17.0,Selesai,"Kordinasi terkait LpJ Gas,Pengajuan Obat-obatan untuk setiap kantor",2.0,2025-02-17
Kordinasi dengan Tim Aset,3.0,17.0,Selesai,Kordinasi terkait Update Pengajuan Barang,2.0,2025-02-17
Kordinasi dengan TIM OB dan Divisi  lain ,3.0,17.0,Selesai,"Kordinasi Pengantaran Barang Titipan RND,Media,dan Finance",2.0,2025-02-17
Kordinasi dengan Maintenance,3.0,17.0,Selesai,"Penukaran dan pemasangan pintu kamar mandi Ruangan Dirop,Jadwal perbaikan Selokan Kamar mandi yang mampet",2.0,2025-02-17
Pengecekan kantor TSP,1.0,17.0,Selesai,"Kebersihan,Kerapihan,Kebutuhan dan Kerusakan Kantor",2.0,2025-02-17
update data di spredsheet,3.0,17.0,Selesai,data ceklisan Tim OB dan CS,2.0,2025-02-17
Kordinasi dengan Finance ,3.0,17.0,Selesai,Verivikasi LPJ konsumsi meeting jum'at 14 februari,2.0,2025-02-17
kordinasi dengan HRD ,3.0,17.0,Selesai,kordinasi Terkait Kebutuhan meting dengan Vendor ,2.0,2025-02-17
Kordinasi dengan Tim RND,3.0,17.0,Selesai,kordinasi dan Himbauan terkait pembuangan limbah Pencucian Tepung,2.0,2025-02-17
Pemasangan selang setik mesin setim,3.0,1.0,Selesai,Pemasangan selang setik mesin setim,2.0,2025-02-17
perakitan dan pemasangan kipas d pos security ho,3.0,1.0,Selesai,perakitan dan pemasangan kipas d pos security ho,2.0,2025-02-17
pemasangan lampu ,3.0,1.0,Selesai,pemasangan lampu cs,2.0,2025-02-17
cuti sakit ,3.0,2.0,Belum Selesai,cuti sakit ,0.0,2025-02-17
cuti sakit ,3.0,2.0,Belum Selesai,cuti sakit ,0.0,2025-02-17
cuti sakit ,3.0,2.0,Belum Selesai,cuti sakit ,0.0,2025-02-17
cuti sakit ,3.0,2.0,Belum Selesai,cuti sakit ,0.0,2025-02-17
cuti sakit ,3.0,2.0,Belum Selesai,cuti sakit ,0.0,2025-02-17
cuti sakit ,3.0,2.0,Belum Selesai,cuti sakit ,0.0,2025-02-17
cuti sakit ,3.0,2.0,Belum Selesai,cuti sakit ,0.0,2025-02-17
cuti sakit ,3.0,2.0,Belum Selesai,cuti sakit ,0.0,2025-02-17
cuti sakit ,3.0,2.0,Belum Selesai,cuti sakit ,0.0,2025-02-17
cuti sakit ,3.0,2.0,Belum Selesai,cuti sakit ,0.0,2025-02-17
pembersihan aliran pembuangan tsp,3.0,,Selesai,pembersihan aliran pembuangan tsp,2.0,2025-02-17
pembersihan area kamar mandi tengah,3.0,,Selesai,pembersihan area kamar mandi tengah,2.0,2025-02-17
perbaikan kamar mandi dirops,3.0,,Selesai,perbaikan pintu kamar mandi dirops,2.0,2025-02-17
plumbing air kotor ,3.0,,Selesai,plumbing air kotor TSP,2.0,2025-02-17
update spreadsheet,1.0,15.0,Selesai,"jobdesk Harian,data maintenance,Timeline ",2.0,2025-02-18
koordinasi dengan finance,1.0,15.0,Selesai,"LPJ,PENCAIRAN DANA,Meeting BRP",2.0,2025-02-18
Monitor team proyek bandung,,15.0,Progres,skema pegerjaan team proyek bandung,0.0,2025-02-18
Koordinasi PLN,1.0,15.0,Selesai,konsleting jalur kwh cibereum,2.0,2025-02-18
koordinasi wheat,1.0,15.0,Selesai,"masalah listrik,kendala mesin,memo.",2.0,2025-02-18
penyusunan RAB ,,15.0,Selesai,Perluasan gudang bumbu.,2.0,2025-02-18
koordinasi manager area jateng,1.0,15.0,Selesai,"desain 3D kantor semarang,perbaikan stokis banyumas",2.0,2025-02-18
koordinasi manager promtion,1.0,15.0,Selesai,instalasi listrik penambahan staff baru,2.0,2025-02-18
Pengecekan Area kantor TSP,1.0,17.0,Selesai,"Kebersihan,Kerapihan,Kebutuhan dan Kerusakan Kantor",2.0,2025-02-18
Pengecekan Area kantor BRP,1.0,17.0,Selesai,"Kebersihan,Kerapihan,Kebutuhan dan Kerusakan Kantor",2.0,2025-02-18
Kordinasi dengan Tim Aset,1.0,17.0,Selesai,"Serah Terima Barang aquashafe 2 botol,Kopi nescafe 2 pack",2.0,2025-02-18
kordinasi dengan Finance,1.0,17.0,Selesai,Lpj konsumsi meeting HRD,2.0,2025-02-18
Kordinasi dengan Tim Humas,3.0,17.0,Selesai,seragam OB untuk kebutuhan Bandung,2.0,2025-02-18
update data di spredsheet,3.0,17.0,Selesai,update ceklisan tim OB dan CS,2.0,2025-02-18
monitoring Grup Cleaning Service,3.0,17.0,Selesai,pengecekan repotan kerja TIM Ob dan CS,2.0,2025-02-18
Kordinasi dengan TIM Ob dan Div Lain,3.0,17.0,Selesai,"penitipan Barang untuk paktri dari SetUP,kopi nescafe untuk Dirkeu BRP",2.0,2025-02-18
kordinasi dengan TIM maintenance,3.0,17.0,Selesai,"Perbaikan plafon/bocor kamar mandi,Lubang plafon jalur kabel(karena banyak kotoran yang rontok)",2.0,2025-02-18
padam listrik cibereum,3.0,1.0,Selesai,pengecekan listrik KWH bermaslah,2.0,2025-02-18
padam listrik cibereum,3.0,1.0,Selesai,cek jalur 3 phase putus,2.0,2025-02-18
menyalakan genset cibereum,3.0,1.0,Selesai,karena ada gangguan listrik,2.0,2025-02-18
pengecekan mesin jahiit karung,3.0,1.0,Selesai,bagian jarum tidak menjahit,2.0,2025-02-18
perbaikan mesin jahit,3.0,1.0,Selesai,perbaikan mesin jahit karung cibereum,2.0,2025-02-18
mendampingi petugas PLN,3.0,1.0,Selesai,mendampingi petugas PLN gd cibereum padam,2.0,2025-02-18
pengecekan genset cibereum,3.0,2.0,Selesai,indikasi overload,2.0,2025-02-18
pengisian solar ke genset,3.0,2.0,Selesai,sisa 1 kompan/33 liter untuk genset,2.0,2025-02-18
perbaikan mesin jait,3.0,2.0,Selesai,mesin jait karung tepung selesai,2.0,2025-02-18
mendampingi petugas PLN,3.0,2.0,Selesai,mendampingi petugas PLN gd cibereum padam,2.0,2025-02-18
perbaikan kabel roll produksi,3.0,2.0,Selesai,perbaikan kabel roll produksi,2.0,2025-02-18
perbaikan kursi,3.0,,Selesai,kuirsi ruangan admin,2.0,2025-02-18
perbaikan stop kontak,3.0,,Selesai,perbaikan stop kontak humas,2.0,2025-02-18
pengecekan bocor di kantor dirops,3.0,,Selesai,dikarenakan banyak dedaunan dan pasir mengakibat kan air masuk ke sela-sela tembok.,2.0,2025-02-18
perbaikan stop kontak,3.0,,Selesai,stop kontak terbakar dipos security,2.0,2025-02-18
update spreadsheet,1.0,15.0,Selesai,"jobdesk Harian,data maintenance,Timeline ",2.0,2025-02-19
koordinasi dengan finance,1.0,15.0,Selesai,"LPJ,PENCAIRAN DANA,Meeting BRP",2.0,2025-02-19
Monitor team proyek bandung,,15.0,Progres,skema pegerjaan team proyek bandung,0.0,2025-02-19
koordinasi manager area jateng,1.0,15.0,Selesai,"desain 3D kantor semarang,perbaikan stokis banyumas,laptop admin rusak",2.0,2025-02-19
koordinasi spv finance,1.0,15.0,Selesai,instalasi listrik ruangan meeting BRP,2.0,2025-02-19
susun RAB,1.0,15.0,Selesai,Sekat ruang admin,2.0,2025-02-19
koordinasi vendor CS,1.0,15.0,Selesai,akad dan pembayaran jasa service,2.0,2025-02-19
Pengecekan kantor TSP,1.0,17.0,Selesai,"Kebersihan,Kerapihan,Kebutuhan dan Kerusakan Kantor",2.0,2025-02-19
Pengecekan kantor Cibeureum,1.0,17.0,Selesai,"Kebersihan,Kerapihan,Kebutuhan dan Kerusakan Kantor",2.0,2025-02-19
Pengecekan kantor Ho,1.0,17.0,Selesai,"Kebersihan,Kerapihan,Kebutuhan dan Kerusakan Kantor",2.0,2025-02-19
Kordinasi dengan Security ,3.0,17.0,Selesai,Kordinasi Terkait Pengisian Apar ,2.0,2025-02-19
Monitoring Grup CS dan OB,1.0,17.0,Selesai,pengecekan repotan kerja TIM Ob dan CS,2.0,2025-02-19
Update data spredshet,3.0,17.0,Selesai,Update ceklisan TIM OB dan CS,2.0,2025-02-19
Kordinasi dengan TIM dan DIvisi Lain,3.0,17.0,Selesai,Penitipan Berkas dan barang RNd dan Kebutuhan Kantor ,2.0,2025-02-19
Kordinasi dengan Admin,3.0,17.0,Selesai,Kordinasi terkait Pengajuan uang laundry Rompi ,2.0,2025-02-19
Perbaikan setim,3.0,1.0,Selesai,Perbaikan setim poultry,2.0,2025-02-19
Pengelasan penggantian roda meja marinasi,3.0,1.0,Selesai,Pengelasan penggantian roda meja marinasi,2.0,2025-02-19
perbaikan mesin,3.0,2.0,Selesai,jahit karung diproduksi diho,2.0,2025-02-19
Perbaikan mesin,3.0,2.0,Selesai,mesin tepung yang F DKASSET 1034,2.0,2025-02-19
Perbaikan mesin,3.0,2.0,Selesai,mesin jahit karung diproduksi tepung,2.0,2025-02-19
pembersihan talang kamar mandi ruang dir'op yang bocor,3.0,,Selesai,pembersihan talang kamar mandi ruang dir'op yang bocor,2.0,2025-02-19
pengukuran instalasi kabel ,3.0,,Selesai,pengukuran instalasi kabel yang akan di pasang  bawah meja ruang meeting BRP lantai 2,2.0,2025-02-19
pengencangan baut roda troli team event,3.0,,Selesai,"pengencangan baut roda  troli team event, proses dan sesudah/selesai",2.0,2025-02-19
penambalan bocoran di ruang kamar mandi dir'op,3.0,,Selesai,enambalan bocoran di ruang kamar mandi dir'op,2.0,2025-02-19
update spreadsheet,1.0,15.0,Selesai,"jobdesk Harian,data maintenance",2.0,2025-02-20
inspeksi TSP,2.0,15.0,Selesai,pengecekan area dari cleaning dan perbaikan,2.0,2025-02-20
koordinasi dengan manager logistik,1.0,15.0,Selesai,driver vendor nabrak gerbang,2.0,2025-02-20
koordinasi finance,1.0,15.0,Selesai,material dan  kebutuhan service,2.0,2025-02-20
koordinasi vendor CS,1.0,15.0,Selesai,akad dan pembayaran jasa service,2.0,2025-02-20
koordinasi PIC  EVENT,1.0,15.0,Selesai,Kebutuhan air kemasan untuk event ,2.0,2025-02-20
susun skema shift dan rutinan,1.0,15.0,Selesai,kebutuhan vendor outsourcing,2.0,2025-02-20
koordinasi spv Ekspedisi,3.0,15.0,Selesai,nitip barang ke stokis Kopo,2.0,2025-02-20
Pengawas proyek pelanjutan pemasangan terapal area dalam dan pemasangan partisi,3.0,9.0,Selesai,,2.0,2025-02-20
Pelanjutan pemasangan hexsos,3.0,9.0,Selesai,,2.0,2025-02-20
Koordinasi dengan tim teknisi,3.0,9.0,Selesai,,2.0,2025-02-20
Monitoring group,3.0,9.0,Selesai,,2.0,2025-02-20
Koordinasi dengan stokis Sumedang,3.0,9.0,Selesai,,2.0,2025-02-20
Monitoring pekerjaan listrik renovasi kantor bandung,3.0,9.0,Selesai,,2.0,2025-02-20
Monitoring pekerjaan teknisi,3.0,9.0,Selesai,,2.0,2025-02-20
Pengecekan area kantor TSP,1.0,17.0,Selesai,"Kebersihan,Kerapihan,Kebutuhan dan Kerusakan Kantor",2.0,2025-02-20
Pengecekan area kantor BRP,1.0,17.0,Selesai,"Kebersihan,Kerapihan,Kebutuhan dan Kerusakan Kantor",2.0,2025-02-20
Monitoring Grup CS dan OB,1.0,17.0,Selesai,pengecekan repotan kerja TIM Ob dan CS,2.0,2025-02-20
Update data spredshet,3.0,17.0,Selesai,Update Ceklisan Tim OB dan CS,2.0,2025-02-20
Kordinasi dengan TIM dan DIvisi Lain,3.0,17.0,Selesai,Penitipan Berkas dan barang RNd dan Kebutuhan Kantor ,2.0,2025-02-20
Kordinasi dengan Admin,3.0,17.0,Selesai,Kordinasi Terkait pengajuan Obat untuk Setiap kantor,2.0,2025-02-20
Kordinasi dengan Tim Aset,1.0,17.0,Selesai,"Serah Terima barang pompa Air Aquarium,Baut pengunci tutup closet,pakan ikan,Lampu LED",2.0,2025-02-20
Kordinasi Dengan maintenance ,1.0,17.0,Selesai,"Pemasangan Lampu LED dan Pompa Air Aquarium kantor TSP,penggantian lampu Kantor BRP,",2.0,2025-02-20
Pengecekan Area Kantor HO,1.0,17.0,Selesai,"Kebersihan,Kerapihan,Kebutuhan dan Kerusakan Kantor",2.0,2025-02-20
las meja marinasi,3.0,1.0,Selesai,Pergantian dan las meja marinasi poultry,2.0,2025-02-20
pemasangan portal,3.0,1.0,Selesai,Pantau pemasangan portal,2.0,2025-02-20
Perbaikan pipa dicibereum yg bocor,3.0,2.0,Selesai,Perbaikan pipa dicibereum yg bocor,2.0,2025-02-20
Pengisian solat buat genset dicibereum,3.0,2.0,Selesai,Pengisian solat buat genset dicibereum,2.0,2025-02-20
Pemasangan cctv dicibereum,3.0,2.0,Selesai,Pemasangan cctv dicibereum,2.0,2025-02-20
membuka/pembongkaran kunci etalase piagam yang sudah dool/selek,3.0,,Selesai,membuka/pembongkaran kunci etalase piagam yang sudah dool/selek,2.0,2025-02-20
penggantian mesin akuarium di TSP,3.0,,Selesai,penggantian mesin akuariumdi TSP,2.0,2025-02-20
proses penggantian lampu di depan office BRP 1 unit,3.0,,Selesai,proses penggantian lampu di depan office BRP 1 unit,2.0,2025-02-20
penggantian lampu di ruang tengah office TSP,3.0,,Selesai,penggantian lampu di ruang tengah office TSP,2.0,2025-02-20
koordinasi PIC WITA,1.0,15.0,Selesai,naik daya stokis bali,2.0,2025-02-21
inspeksi area cibereum,2.0,15.0,Selesai,pekerjaan teknisi dan cleeaning,2.0,2025-02-21
"Pengecekan Area kantor TSP,HO,CIBEREUM",8.0,15.0,Selesai,Orientasi vendor OS,2.0,2025-02-21
inspeksi area TSP,2.0,15.0,Selesai,pekerjaan teknisi dan cleeaning,2.0,2025-02-21
inspeksi area HO,2.0,15.0,Selesai,pekerjaan teknisi dan cleeaning,2.0,2025-02-21
persiapan meeting,1.0,15.0,Selesai,meeting vendor OS,2.0,2025-02-21
koordinasi dengan aset,1.0,15.0,Selesai,"pengajuan,serah terima barang dan LPJ",2.0,2025-02-21
update spreadsheet,1.0,15.0,Selesai,"jobdesk Harian,data maintenance",2.0,2025-02-21
koordinasi spv Jabar,1.0,15.0,Selesai,"perpindahan barang,perbaikan,penempatan barang ex stokis di tritan point",2.0,2025-02-21
Pengawasan pemasangan terepal,,9.0,Selesai,,2.0,2025-02-21
Pengawasan pemasangan instalasi listrik,,9.0,Selesai,,2.0,2025-02-21
Monitoring Group,3.0,9.0,Selesai,,2.0,2025-02-21
Koordinasi dengan tim,3.0,9.0,Selesai,,2.0,2025-02-21
Pengambilan laptop ke stokis kopo,8.0,9.0,Selesai,,2.0,2025-02-21
Pengawasan pengomponan partisi gypsum,,9.0,Progres,,2.0,2025-02-21
Pemasangan instalasi listrik,,9.0,Progres,,2.0,2025-02-21
Koordinasi dengan tim teknisi terkait pekerjaan yang ada di rpa bandung,3.0,9.0,Selesai,,2.0,2025-02-21
Izin Cuti,3.0,17.0,Belum Selesai,Izin Cuti,0.0,2025-02-21
Izin Cuti,3.0,17.0,Belum Selesai,Izin Cuti,0.0,2025-02-21
Izin Cuti,3.0,17.0,Belum Selesai,Izin Cuti,0.0,2025-02-21
Izin Cuti,3.0,17.0,Belum Selesai,Izin Cuti,0.0,2025-02-21
Izin Cuti,3.0,17.0,Belum Selesai,Izin Cuti,0.0,2025-02-21
Izin Cuti,3.0,17.0,Belum Selesai,Izin Cuti,0.0,2025-02-21
Izin Cuti,3.0,17.0,Belum Selesai,Izin Cuti,0.0,2025-02-21
Izin Cuti,3.0,17.0,Belum Selesai,Izin Cuti,0.0,2025-02-21
Izin Cuti,3.0,17.0,Belum Selesai,Izin Cuti,0.0,2025-02-21
Izin Cuti,3.0,17.0,Belum Selesai,Izin Cuti,0.0,2025-02-21
pelebaran gudang bumbu,,1.0,Selesai,pekerjaan teknisi dan cleeaning,2.0,2025-02-21
Pinising pengecetan portal,,1.0,Selesai,Pinising pengecetan portal,2.0,2025-02-21
pelebaran gudang bumbu,,1.0,Selesai,pak Irawan mendirikan pembuatan partisi gudang bumbu,2.0,2025-02-21
pelebaran gudang bumbu,,1.0,Selesai,Pemasangan givsunbpartisi,2.0,2025-02-21
pelebaran gudang bumbu,,2.0,Selesai,pekerjaan teknisi dan cleeaning,2.0,2025-02-21
pelebaran gudang bumbu,,2.0,Selesai,pak Irawan mendirikan pembuatan partisi gudang bumbu,2.0,2025-02-21
pelebaran gudang bumbu,,2.0,Selesai,Pemasangan givsunbpartisi,2.0,2025-02-21
pengomponan atap kamar mandi ruang dir'op,3.0,,Selesai,pengomponan atap kamar mandi ruang dir'op,2.0,2025-02-21
pengecekan Westafel cuci tangan di kemitraan yang dudukanya patah,3.0,,Selesai,"kendala ring plastik nya patah, butuh penggantian ring besi.",2.0,2025-02-21
pengukuran area parkiran,3.0,,Selesai,"untuk acara BUKBER 'dan hasil pengukuran :  panjang 25 m, lebar 9 m.",2.0,2025-02-21
proses pengecatan flafon kamar mandi ruang dir'op,3.0,,Selesai,proses pengecatan flafon kamar mandi ruang dir'op,2.0,2025-02-21
LIBUR,,15.0,,LIBUR,0.0,2025-02-22
LIBUR,,15.0,,LIBUR,0.0,2025-02-22
LIBUR,,15.0,,LIBUR,0.0,2025-02-22
LIBUR,,15.0,,LIBUR,0.0,2025-02-22
LIBUR,,15.0,,LIBUR,0.0,2025-02-22
LIBUR,,15.0,,LIBUR,0.0,2025-02-22
LIBUR,,15.0,,LIBUR,0.0,2025-02-22
LIBUR,,15.0,,LIBUR,0.0,2025-02-22
LIBUR,,15.0,,LIBUR,0.0,2025-02-22
Kordinasi dengan TIM OB dan div lain ,3.0,17.0,Selesai,Pengantaran berkas dan Barang titipan papan jalan untuk cibeureum,2.0,2025-02-22
General Cleaning di HO,3.0,17.0,Selesai,Pembersihan Rumput dan selokan jl Jatmika,2.0,2025-02-22
General Cleaning di Cibeureum ,3.0,17.0,Selesai,Pembersihan Puing-puing Gipsum dna Rumput di Gudang baru ,2.0,2025-02-22
Monitoring grup CS dan Ob,3.0,17.0,Selesai,"Kebersihan,Kerapihan,Kebutuhan dan Kerusakan Kantor",2.0,2025-02-22
meeting,1.0,15.0,Selesai,meeting struktur dan skema jobdesk,2.0,2025-02-24
koordinasi dengan aset,3.0,15.0,Selesai,"pengajuan,serah terima barang dan LPJ",2.0,2025-02-24
update spreadsheet,3.0,15.0,Selesai,"jobdesk Harian,data maintenance",2.0,2025-02-24
koordinasi finance,3.0,15.0,Selesai,material dan kebutuhan service,2.0,2025-02-24
Monitor team proyek bandung,,15.0,Progres,pasang KWH7700 Dan pengembalian dana,0.0,2025-02-24
koordinasi SPV accounting,1.0,15.0,Selesai,pembuatan memo sekat finance (BRP),2.0,2025-02-24
koordinasi Manager jateng,,15.0,Selesai,pengadaan dan perbaikan kantor regional jateng,2.0,2025-02-24
inspeksi area TSP,2.0,15.0,Selesai,Cek area bocor kantor TSP,2.0,2025-02-24
Koordinasi dengan tritan terkait pengembalian deposit ,3.0,9.0,Selesai,,2.0,2025-02-24
Kordinasi dengan tim,3.0,9.0,Selesai,,2.0,2025-02-24
Koordinasi dengan aset terkait pengajuan,3.0,9.0,Selesai,,2.0,2025-02-24
Pengawasan pemasangan AC,3.0,9.0,Selesai,,2.0,2025-02-24
Backup  kantor TSP,3.0,17.0,Selesai,Tim OB yang Izin Cuti ,2.0,2025-02-24
Backup  kantor TSP,3.0,17.0,Selesai,Tim OB yang Izin Cuti ,2.0,2025-02-24
Backup  kantor TSP,3.0,17.0,Selesai,Tim OB yang Izin Cuti ,2.0,2025-02-24
Backup  kantor TSP,3.0,17.0,Selesai,Tim OB yang Izin Cuti ,2.0,2025-02-24
Backup  kantor TSP,3.0,17.0,Selesai,Tim OB yang Izin Cuti ,2.0,2025-02-24
Backup  kantor TSP,3.0,17.0,Selesai,Tim OB yang Izin Cuti ,2.0,2025-02-24
Backup  kantor TSP,3.0,17.0,Selesai,Tim OB yang Izin Cuti ,2.0,2025-02-24
Backup  kantor TSP,3.0,17.0,Selesai,Tim OB yang Izin Cuti ,2.0,2025-02-24
Backup  kantor TSP,3.0,17.0,Selesai,Tim OB yang Izin Cuti ,2.0,2025-02-24
meeting,1.0,15.0,Selesai,meeting struktur dan skema jobdesk,2.0,2025-02-25
koordinasi dengan aset,3.0,15.0,Selesai,"pengajuan,serah terima barang dan LPJ",2.0,2025-02-25
update spreadsheet,3.0,15.0,Selesai,"jobdesk Harian,data maintenance",2.0,2025-02-25
koordinasi finance,3.0,15.0,Selesai,material dan kebutuhan service,2.0,2025-02-25
Monitor team proyek bandung,,15.0,Progres,pasang KWH Dan pengembalian dana,2.0,2025-02-25
koordinasi spv wheat ,1.0,15.0,Selesai,perbaikan sipil dan memo kerusakan,2.0,2025-02-25
koordinasi spv warehouse,1.0,15.0,Selesai,perbaikan toren air dan pengajuan material perbaikan kerusakan,2.0,2025-02-25
koordinasi spv jabar,1.0,15.0,Progres,instalasi listrik stokis indramayu dan cianjur,0.0,2025-02-25
Pumbling limbah TSP,2.0,15.0,Progres,cek jalur pembuangan TSP,0.0,2025-02-25
Koordinasi ke kantornya PLN menanyakan pemasangan baru meteran listrik,1.0,9.0,Selesai,Koordinasi ke kantornya PLN menanyakan pemasangan baru meteran listrik,2.0,2025-02-25
Koordinasi dengan tim teknisi,3.0,9.0,Selesai,Koordinasi dengan tim teknisi,2.0,2025-02-25
Koordinasi dengan tim asset,3.0,9.0,Selesai,Koordinasi dengan tim asset,2.0,2025-02-25
Backup  kantor Ho,,17.0,Selesai,Tim CS yang Izin Cuti ,0.0,2025-02-25
Backup  kantor Ho,,17.0,Selesai,Tim CS yang Izin Cuti ,0.0,2025-02-25
Backup  kantor Ho,,17.0,Selesai,Tim CS yang Izin Cuti ,0.0,2025-02-25
Backup  kantor Ho,,17.0,Selesai,Tim CS yang Izin Cuti ,0.0,2025-02-25
Backup  kantor Ho,,17.0,Selesai,Tim CS yang Izin Cuti ,0.0,2025-02-25
Backup  kantor Ho,,17.0,Selesai,Tim CS yang Izin Cuti ,0.0,2025-02-25
Backup  kantor Ho,,17.0,Selesai,Tim CS yang Izin Cuti ,0.0,2025-02-25
Backup  kantor Ho,,17.0,Selesai,Tim CS yang Izin Cuti ,0.0,2025-02-25
Backup  kantor Ho,,17.0,Selesai,Tim CS yang Izin Cuti ,0.0,2025-02-25
Pemasangan portal selesai,,1.0,Selesai,Pemasangan portal selesai,2.0,2025-02-25
Pengecetan gudang bumbu ho,,1.0,Selesai,Pengecetan gudang bumbu ho,2.0,2025-02-25
Perbaikan pintu ciler yg macet,3.0,1.0,Selesai,Perbaikan pintu ciler yg macet,2.0,2025-02-25
memperbaiki mesin jahit,3.0,2.0,Selesai,memperbaiki mesin jahit,2.0,2025-02-25
Pemindahan kipas angin,3.0,2.0,Selesai,Pemindahan kipas angin gd tepung,2.0,2025-02-25
Pengecekan lampu yang mati di area gudang ciberum,3.0,2.0,Selesai,Pengecekan lampu yang mati di area gudang ciberum,2.0,2025-02-25
Penggantian stop keran di toren gudang baru,3.0,2.0,Selesai,Penggantian stop keran di toren gudang baru,2.0,2025-02-25
pemindahan meja dan barang barang aset ke ruang humas,3.0,,Selesai,pemindahan meja dan barang barang aset ke ruang humas,2.0,2025-02-25
Melakukan Pembongkaran Jalur Saluran Pembuangan Air Kamar Mandi area Tengah Office,,,Progres,Melakukan Pembongkaran Jalur Saluran Pembuangan Air Kamar Mandi area Tengah Office,0.0,2025-02-25
koordinasi dengan aset,3.0,15.0,Selesai,"pengajuan,serah terima barang dan LPJ",2.0,2025-02-26
update spreadsheet,3.0,15.0,Selesai,"jobdesk Harian,data maintenance",2.0,2025-02-26
koordinasi finance,3.0,15.0,Selesai,material dan kebutuhan service,2.0,2025-02-26
koordinasi SPV accounting,1.0,15.0,Selesai,pembuatan memo sekat finance (BRP),2.0,2025-02-26
koordinasi Manager jateng,,15.0,Selesai,pengadaan dan perbaikan kantor regional jateng,2.0,2025-02-26
